track_id,track_name,album_name,release_date,popularity,artist_ids
6OHZgR7xEkO3DUvsN84cRq,While Shepherds Watched,The World of Christmas,1990-01-01,6,"['4kCZ5nyurc9eIqLJfUcW0Y', '0f3PsS9IQ6whvNMFFKnpjl', '2w0dRPpzDTNYZmV9AplCD0', '3adMGKhs0hyGuTVpe7hnqC']"
1li5uDduwFLRfDmS8BE1kJ,"Symphony No. 3 In C Minor, Op. 78 ""Organ Symphony"": 2b. Maestoso - Più allegro - Molto allegro","Saint-Saëns: Symphony No.3 ""Organ""",1987-01-01,31,"['436sYg6CZhNefQJogaXeK0', '2w0dRPpzDTNYZmV9AplCD0', '6uRJnvQ3f8whVnmeoecv5Z', '4qFQgEF1rg6a9WvJM0MQIa']"
78oNuKk2yPzseFw13U2FZs,Gabriel's Message,A Festival of Lessons and Carols,2015-12-01,3,"['4kCZ5nyurc9eIqLJfUcW0Y', '0f3PsS9IQ6whvNMFFKnpjl', '2w0dRPpzDTNYZmV9AplCD0', '3adMGKhs0hyGuTVpe7hnqC']"
3GptTkLprVfa412PjRF4iJ,"Clarinet Concerto in A Major, K. 622: II. Adagio",Mozart: Wind Concertos,2021-11-19,18,"['4NJhFmfw43RLBLjQvxDuRS', '5mXUIRg6rxR9EvW0s7qQh7', '5pf59s93BwFYfj6L6gQGSM', '5yxyJsFanEAuwSM5kOuZKc']"
2iZTq4JJD6Pdsi2ZEihunU,"Oboe Concerto in C Major, K. 314: I. Allegro aperto",Mozart: Wind Concertos,2021-11-19,14,"['4NJhFmfw43RLBLjQvxDuRS', '717jrfrUpyGyG8jIgM7d4D', '5pf59s93BwFYfj6L6gQGSM', '5yxyJsFanEAuwSM5kOuZKc']"
7aeHC7SgaJlskY6JEoTYBX,"Sinfonia Concertante for Four Winds in E-Flat Major, K. 297b: II. Adagio",Mozart: Wind Concertos,2021-11-19,40,"['4NJhFmfw43RLBLjQvxDuRS', '5pf59s93BwFYfj6L6gQGSM', '5yxyJsFanEAuwSM5kOuZKc', '6SjpnQeCGx8z0K18xvjTHh', '4NYAtbtGjoARss1qcUp4hw', '3xnPsbGlTHqHM3hfz3O4mt', '6kW9T2FwY2lv1eB9AiUiZl']"
6Pd50L9w8EJjj9NR9UPDuN,"Symphony No. 6 in D Major, Op. 60, B. 112: III. Scherzo (Furiant). Presto",Dvořák: Symphonies 5 & 6,2024-11-22,28,"['6n7nd5iceYpXVwcx8VPpxF', '5pf59s93BwFYfj6L6gQGSM', '5CHXXNuReinAFGk3pjWgOH']"
63cqJXDkbuv0Li3NRqzceL,"Concert per a Flauta i Orquestra No. 2 in D Major, K. 314: I. Allegro aperto","Mozart: Concerts per a Flauta K. 314, K. 299 & K. 313",2011,19,"['4NJhFmfw43RLBLjQvxDuRS', '4u8731RGcWeFQCZPwdlXNc', '6NUhQz7eAEsZvjEHTKHux9', '5pf59s93BwFYfj6L6gQGSM']"
00YwZVRc5YZWVLabrZYuLI,"Serenade No. 1 in D Major, Op. 11: IVb. Menuetto II",Brahms: Serenades Nos. 1 & 2,2017-03-17,0,"['5wTAi7QkpP6kp8a54lmTOq', '2DMF5PvArh8PhpR1YRDBgv', '5pf59s93BwFYfj6L6gQGSM']"
7nUnmq5mmQZwEPIitiKcFc,"Serenade No. 1 in D Major, Op. 11: IVa. Menuetto I",Brahms: Serenades Nos. 1 & 2,2017-03-17,0,"['5wTAi7QkpP6kp8a54lmTOq', '2DMF5PvArh8PhpR1YRDBgv', '5pf59s93BwFYfj6L6gQGSM']"
4C6SyrbSOqM7BC1kIhs2uh,"Symphony No. 5 in F Major, Op. 76, B. 54: I. Allegro, ma non troppo",Dvořák: Symphonies 5 & 6,2024-11-22,12,"['6n7nd5iceYpXVwcx8VPpxF', '5pf59s93BwFYfj6L6gQGSM', '5CHXXNuReinAFGk3pjWgOH']"
16iWHXcY4tjlLuDiKqK3O5,"Clarinet Concerto in A Major, K. 622: I. Allegro",Mozart: Wind Concertos,2021-11-19,4,"['4NJhFmfw43RLBLjQvxDuRS', '5mXUIRg6rxR9EvW0s7qQh7', '5pf59s93BwFYfj6L6gQGSM', '5yxyJsFanEAuwSM5kOuZKc']"
2riDkU2asyxavRV0Lb77vP,"Symphony No. 5 in F Major, Op. 76, B. 54: II. Andante con moto",Dvořák: Symphonies 5 & 6,2024-11-22,14,"['6n7nd5iceYpXVwcx8VPpxF', '5pf59s93BwFYfj6L6gQGSM', '5CHXXNuReinAFGk3pjWgOH']"
3oHSL6pt9LpNrQZuQGu9wL,"Requiem, K. 626: Lacrimosa",Mozart: Requiem Realisations,2013-04-08,58,"['4NJhFmfw43RLBLjQvxDuRS', '2tsOm9CPRD4SbZagsqAhj4', '60adCptqwRkANTtVja0bvf', '0ugRf6ECGBFRCHlv9iG1No', '0f3PsS9IQ6whvNMFFKnpjl']"
7fcyWjZ2B5jIKfKrpx1lOy,Once In Royal David’s City (Desc. by Philip Ledger),Favourite Carols from King's,2014-10-27,36,"['0Ywn9U6rufDhKYfZanCr6c', '5d67CWqWqU5Pv96BkZrXOK', '0f3PsS9IQ6whvNMFFKnpjl', '0ugRf6ECGBFRCHlv9iG1No', '5dufBcMicGrPRrZyrdP5c7', '32BWWlzvypcS4sZzrQIbDT']"
3L5AtaVoJlZtYN60GvMAVC,Angels from the Realms of Glory (Arr. Ledger),Gift Wrapping,2023-12-01,42,"['1U5zgr455OGyIkLNXvDdrf', '3ri7yIa90sIgnaBayCmPab', '0f3PsS9IQ6whvNMFFKnpjl']"
7EbalgDmE57IfwVmyMlKPI,Hark! The Herald Angels Sing,Carols From Cambridge: The Very Best Sacred Christmas Carols,2013-01-01,49,"['0f3PsS9IQ6whvNMFFKnpjl', '6fpm54DfoAd1JokubtQiNL', '0ugRf6ECGBFRCHlv9iG1No']"
4pOxcM57f1iM5JCaElpi6H,Traditional / Arr. Willcocks: I Saw Three Ships,A Festival of Nine Lessons and Carols,1999-11-01,37,"['1U5zgr455OGyIkLNXvDdrf', '0f3PsS9IQ6whvNMFFKnpjl', '1a4WCzxlperPPZRcPY0kQ8', '5qFer5YrNFu3NcbX5N27SL', '0ugRf6ECGBFRCHlv9iG1No']"
7ajlrB8oseDm5dhAaJiCnh,While Shepherds Watched Their Flocks (Desc. by Stephen Cleobury),Favourite Carols from King's,2014-10-27,47,"['7H9kWQNpg05BUjWWZpniGF', '0f3PsS9IQ6whvNMFFKnpjl', '0ugRf6ECGBFRCHlv9iG1No', '32BWWlzvypcS4sZzrQIbDT']"
2SlMqinHCalpvCXQ4FI7tF,Away In A Manager,"Christmas With The Choir Of Kings College, Cambridge",2012-11-27,43,['0f3PsS9IQ6whvNMFFKnpjl']
5qtV3IwzeXZFM3fVUR6kCo,"God Rest You Merry, Gentlemen (Arr. David Willcocks)",Favourite Carols from King's,2014-10-27,46,"['0I5pLzjLU1IRR6aaPksfZc', '0f3PsS9IQ6whvNMFFKnpjl', '0ugRf6ECGBFRCHlv9iG1No', '2Q9BYrxX9c3SX8lNrBXAEL']"
6k0ZDWWWmlfgHKs2aceXGt,O Little Town of Bethlehem,Carols from King's,2012-12-05,46,"['1U5zgr455OGyIkLNXvDdrf', '0f3PsS9IQ6whvNMFFKnpjl', '0ugRf6ECGBFRCHlv9iG1No', '25xZZmlksUhhWKjpaCYPKS']"
2O8en4nuwOSMT87zldfRL4,Once in Royal David's City,Carols from King's,2012-12-05,46,"['0a3dV5qOtq2AmcMBLkl1kg', '0f3PsS9IQ6whvNMFFKnpjl', '0ugRf6ECGBFRCHlv9iG1No', '5ydL3z2G6caDkArOagfLYx', '25xZZmlksUhhWKjpaCYPKS']"
04daeztQJg7lyDDAHJ70rT,Fantasia on a Theme by Thomas Tallis,Vaughan Williams: Tallis Fantasia; Fantasia on Greensleeves; The Lark Ascending etc.,1972-10-01,40,"['7wNkISK49lKeXuRaZcQVFe', '4EQ6Hw3KV9S80ZG1swsFN5', '2LigLLnGPPIzLZMyScwQKe', '0j2P4TtJ6MuqncwEHeRvUN', '376oz9UwQfpxO5xxgQplBS', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
0KQ9LAY9ujDf3UYWKMS2Eq,"Five Variants of ""Dives and Lazarus""",Vaughan Williams: Tallis Fantasia; Fantasia on Greensleeves; The Lark Ascending etc.,1972-10-01,38,"['7wNkISK49lKeXuRaZcQVFe', '4EQ6Hw3KV9S80ZG1swsFN5', '376oz9UwQfpxO5xxgQplBS', '41LtFbeORnxgtRElN1eSsF', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
0jYomSN5QfpA2qFgOdcSr0,"The Art of Fugue, BWV 1080 - Edition prepared by Sir Neville Marriner & Andrew Davis: Contrapunctus 9 a 4 alla Duodecima","Bach, J.S.: The Art of Fugue; A Musical Offering",1994-01-01,26,"['5aIqB5nVVvmFsvSdExz408', '0WjPfejYCYgUBvzSvKlg67', '7bhxRVx8jJvYYdMUPpcyUY', '0j2P4TtJ6MuqncwEHeRvUN', '7uuaFrkQb0ZGbCMRsBc5Kz', '6I8A3s8ltqs1X50BgUBIhi', '5gxZUYDT2qUApHnoSF5VjW', '5gL9jIziKynV9eLRlfdUPI', '376oz9UwQfpxO5xxgQplBS', '65JuhppPel5FAuNTv3TekZ', '1lwQ0JCfZCvDfomhpkqN2Y', '6NUhQz7eAEsZvjEHTKHux9']"
04X4Z5nauAsXiMFX6cdejr,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 10 for 4 Violins and Cello in B Minor, RV 580: III. Allegro",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,21,"['2QOIawHpSlOwXDvSqQ9YJR', '1lldK0FC6IBVh3GGzlN4Da', '0WjPfejYCYgUBvzSvKlg67', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
499XRmG42mC9OPk7qUrPOO,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 1 for 4 Violins in D Major, RV 549: I. Allegro",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,20,"['2QOIawHpSlOwXDvSqQ9YJR', '1lldK0FC6IBVh3GGzlN4Da', '0WjPfejYCYgUBvzSvKlg67', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
2HwbZ4wZu1wtRUvJh3n3qZ,"Concerto in D Minor for 2 Oboes, Strings & Continuo, RV 535 - Ed. Hogwood: 2. Largo",Vivaldi: The Four Seasons etc,2000-01-01,16,"['2QOIawHpSlOwXDvSqQ9YJR', '5gxZUYDT2qUApHnoSF5VjW', '7uuaFrkQb0ZGbCMRsBc5Kz', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '376oz9UwQfpxO5xxgQplBS', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
49BCLpjbrplzJKxBZKOm1m,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 2 for 2 Violins and Cello in G Minor, RV 578: II. Allegro",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,9,"['2QOIawHpSlOwXDvSqQ9YJR', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
0p2TiYHkNlRIhvXx8U0bFK,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 2 for 2 Violins and Cello in G Minor, RV 578: I. Adagio e spiccato",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,7,"['2QOIawHpSlOwXDvSqQ9YJR', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
0GAYcoM3K4eZfRuMg46WWk,"Concerto Grosso in A Minor, HWV 322: 1. Larghetto affettuoso - Excerpt",Classical Dinner Party: Handel,2021-05-24,0,"['1QL7yTHrdahRMpvNtn6rI2', '6NUhQz7eAEsZvjEHTKHux9', '2LigLLnGPPIzLZMyScwQKe', '376oz9UwQfpxO5xxgQplBS', '77CaCn32H4mOMQA7UElzfF']"
0SrQCllH1as7cXQjNbqh6k,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 2 for 2 Violins and Cello in G Minor, RV 578: IV. Allegro",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,5,"['2QOIawHpSlOwXDvSqQ9YJR', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '376oz9UwQfpxO5xxgQplBS', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
3v7yjJ7XSDK0CVQSxmH0d1,If I Ever Needed Someone,Duets: Re-Working The Catalogue,2015-03-16,45,"['44NX2ffIYHr6D4n7RaZF7A', '0cTSCsVx04SSht9V6cpKN0']"
2REeTHmiO6kbkNTwkolGwC,You Are Not Alone,You Are Not Alone,2010-09-14,44,['0cTSCsVx04SSht9V6cpKN0']
5PqC3OJ24NIO5pP7me68dn,We Get By,We Get By,2019-05-24,42,"['0cTSCsVx04SSht9V6cpKN0', '45lorWzrKLxfKlWpV7r9CN']"
7BdOM9rzbOeyo7T1qZPMgQ,Boulder To Birmingham - Live,Boulder To Birmingham (Live),2016-10-21,41,"['5s6TJEuHTr9GR894wc6VfP', '6RwBVkrxTbbtS4bwxYQXcp', '0cTSCsVx04SSht9V6cpKN0', '0K7VN4aHxHcEb7PqkfoIVA', '7fxtWEwKKrFaykKItspdYg', '70FybmH2MMz9fHewhnLvjs', '6hPc7dyXAey1c44DfQkPqn', '5mfdtMy6vJUShmdyCuJhox', '4oxiHzFly0vvnEZNzvBRjZ', '3GjVVVcFmUgEJEAAsbGkf4', '60ht0hWRy1yjUDfNsLuHuP', '4QIJ2i8I6urte2scKgkVoY', '738OS3zrCO782uDiUN9pet', '5WNmvkYvn4ua4IAM1xHbzk', '5S0AJvE9NB1kGrXRfYh690', '4M5nCE77Qaxayuhp3fVn4V', '1M3BVQ36cqPQix8lQNCh4K', '0qAmeOULjwn04k6jMMeDyr', '3IhWQSrLj8EJjdvjFTpCyo', '7tNLRmiAN8hpmFrbIHiHsy']"
5SYYkUKQRdi0FuaB9vJfOw,Worthy,Worthy,2024-06-18,39,['0cTSCsVx04SSht9V6cpKN0']
65jkEyW5x2XNbKOGI7g7RI,I Like The Things About Me,One True Vine,2013-06-25,34,['0cTSCsVx04SSht9V6cpKN0']
3Mc3GTTm9MaTRDkBolbDHQ,Down In Mississippi,We'll Never Turn Back,2007-04-24,29,['0cTSCsVx04SSht9V6cpKN0']
1POYn5JlZxJsJnymfVVIZD,Eyes On The Prize,We'll Never Turn Back,2007-04-24,29,['0cTSCsVx04SSht9V6cpKN0']
3gP5iYm2qQlz8LDJUm4suS,Can You Get To That,One True Vine,2013-06-25,27,['0cTSCsVx04SSht9V6cpKN0']
5ST4grAJHTm5ix6CJsnMXa,I'll Be Gone,Pick Me Up Off The Floor (Deluxe Edition),2020-06-12,23,"['2Kx7MNY7cI1ENniW7vT30N', '0cTSCsVx04SSht9V6cpKN0']"
3IlBiIoNNYIujqGieGzHoa,Wexford Carol,The John Rutter Christmas Album,2002-11-01,36,"['1U5zgr455OGyIkLNXvDdrf', '0TU5B5Zchs3He9YQYXhC1S', '0daVGEYMVnQZ3NZIpIuFWn', '0qlhpgr87PEG89Jd5iRpxe']"
3Vy0EIhOu2xwFK4r0GDX23,"Gruber: Stille Nacht, heilige Nacht (Arr. Willcocks, ""Silent Night"")",Carols from King's,2003-09-19,28,"['0f3PsS9IQ6whvNMFFKnpjl', '0TU5B5Zchs3He9YQYXhC1S', '3adMGKhs0hyGuTVpe7hnqC']"
3jHnkNmSEZWYqnp436rXHL,"Requiem, Op. 48: Pie Jesu",Faure: Requiem - Messe basse,2010-04-01,29,"['2gClsBep1tt1rv1CN210SO', '6vSVcjZkMkhFfAeqjUVhxS', '0TU5B5Zchs3He9YQYXhC1S', '0daVGEYMVnQZ3NZIpIuFWn', '2jIBkRzVUboTbp05rJnKeT', '5kcQ9Unglia5GTp5NESsWh', '4JKHXlntTvmZnLxjbeRcPL', '0qlhpgr87PEG89Jd5iRpxe']"
3FswK4Nfc9wPV4hDSQ1ATU,"Atkins: The Three Kings (After ""Die Könige"", No. 3 from Peter Cornelius' ""Weihnachtslieder, Op. 8"")",Carols from King's,2003-09-19,16,"['0f3PsS9IQ6whvNMFFKnpjl', '0TU5B5Zchs3He9YQYXhC1S', '3adMGKhs0hyGuTVpe7hnqC']"
3SkoOfs2nLlU3X4ASTLHMl,"Darke: In the Bleak Midwinter (Christmas Carol): ""In the bleak mid-winter frosty wind made moan""",Carols from King's,2003-09-19,5,"['0TU5B5Zchs3He9YQYXhC1S', '0f3PsS9IQ6whvNMFFKnpjl', '700bt4lcuIjZirKbMl83Q4', '3adMGKhs0hyGuTVpe7hnqC']"
7G2hW0ZJjPufmOwQH3Pde1,"Requiem, Op. 48: In paradisum",Faure: Requiem - Messe basse,2010-04-01,25,"['2gClsBep1tt1rv1CN210SO', '6vSVcjZkMkhFfAeqjUVhxS', '0TU5B5Zchs3He9YQYXhC1S', '0daVGEYMVnQZ3NZIpIuFWn', '2jIBkRzVUboTbp05rJnKeT', '5kcQ9Unglia5GTp5NESsWh', '4JKHXlntTvmZnLxjbeRcPL', '0qlhpgr87PEG89Jd5iRpxe']"
7mJPc9HjrrlEtrI3hxjJPT,Fantasia on Christmas Carols,Cambridge Singers Christmas Album,2003-09-01,25,"['7wNkISK49lKeXuRaZcQVFe', '0TU5B5Zchs3He9YQYXhC1S', '0daVGEYMVnQZ3NZIpIuFWn', '2w1qJFTedEbP2LkDTpj9JT', '4JKHXlntTvmZnLxjbeRcPL', '0qlhpgr87PEG89Jd5iRpxe']"
6Duf5agJPeO99ukkrpvzGz,"Weihnachtslieder, Op. 8: III. The Three Kings",Sings Christmas Carols,2019-11-30,13,"['6dCkSukXfELCUncrN0Znki', '0TU5B5Zchs3He9YQYXhC1S', '0f3PsS9IQ6whvNMFFKnpjl', '3adMGKhs0hyGuTVpe7hnqC']"
0PapjB8ZqwKpLD87eiNlKI,"Der Himmel lacht! Die Erde jubilieret, BWV 31: Sonata","Bach, J.S.: Cantatas, Vol. 22 - Bwv 4, 6, 31, 134, 145",2000-01-01,23,"['5aIqB5nVVvmFsvSdExz408', '5Q79DaQrf8UBCoNsy0wjxg', '53h0zu3PaL8vYCgCepxdBA', '0TU5B5Zchs3He9YQYXhC1S', '0Cqfz92flAzrp94pgN1jEW', '3OtZV9aCZ6G004vjOQcf59', '1qIRoGEKXINqrCx5N1engi']"
3DQsYqNyQheK5smLuxgfT0,"Meine Seel erhebt den Herren, BWV 10: Chorale: Lob un Preis sei Gott dem Vater und dem Sohn","Bach: Cantatas, Vol. 2",2010-03-30,23,"['5aIqB5nVVvmFsvSdExz408', '5zzU4v37GQG7Ml3EoD1k66', '5Tu8Yg11u53ZTb0qrXAm3A', '53h0zu3PaL8vYCgCepxdBA', '0TU5B5Zchs3He9YQYXhC1S', '0Cqfz92flAzrp94pgN1jEW', '3OtZV9aCZ6G004vjOQcf59', '1qIRoGEKXINqrCx5N1engi']"
04X4Z5nauAsXiMFX6cdejr,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 10 for 4 Violins and Cello in B Minor, RV 580: III. Allegro",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,21,"['2QOIawHpSlOwXDvSqQ9YJR', '1lldK0FC6IBVh3GGzlN4Da', '0WjPfejYCYgUBvzSvKlg67', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
499XRmG42mC9OPk7qUrPOO,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 1 for 4 Violins in D Major, RV 549: I. Allegro",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,20,"['2QOIawHpSlOwXDvSqQ9YJR', '1lldK0FC6IBVh3GGzlN4Da', '0WjPfejYCYgUBvzSvKlg67', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
2HwbZ4wZu1wtRUvJh3n3qZ,"Concerto in D Minor for 2 Oboes, Strings & Continuo, RV 535 - Ed. Hogwood: 2. Largo",Vivaldi: The Four Seasons etc,2000-01-01,16,"['2QOIawHpSlOwXDvSqQ9YJR', '5gxZUYDT2qUApHnoSF5VjW', '7uuaFrkQb0ZGbCMRsBc5Kz', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '376oz9UwQfpxO5xxgQplBS', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
49BCLpjbrplzJKxBZKOm1m,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 2 for 2 Violins and Cello in G Minor, RV 578: II. Allegro",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,9,"['2QOIawHpSlOwXDvSqQ9YJR', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
0p2TiYHkNlRIhvXx8U0bFK,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 2 for 2 Violins and Cello in G Minor, RV 578: I. Adagio e spiccato",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,7,"['2QOIawHpSlOwXDvSqQ9YJR', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
0SrQCllH1as7cXQjNbqh6k,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 2 for 2 Violins and Cello in G Minor, RV 578: IV. Allegro",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,5,"['2QOIawHpSlOwXDvSqQ9YJR', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '376oz9UwQfpxO5xxgQplBS', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
4TWlicwlhOMw3ylgP750yd,Harpsichord Suite No. 7 in G minor HWV 432: 6. Passacaglia,Handel: Harpsichord Suites,1991-01-01,15,"['1QL7yTHrdahRMpvNtn6rI2', '4wnyNu7aCdqEp0vqM6UxEv']"
4dTUOUj147VznMCV6zyDmy,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 2 for 2 Violins and Cello in G Minor, RV 578: III. Larghetto",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,5,"['2QOIawHpSlOwXDvSqQ9YJR', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
6g8Vd5oAzm0xP1whJPSRA1,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 6 for Solo Violin in A Minor, RV 356: II. Largo",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,7,"['2QOIawHpSlOwXDvSqQ9YJR', '1lldK0FC6IBVh3GGzlN4Da', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
5YRUOUsLTB9nsXvuznz8p0,"12 Concertos, Op. 3 ""L'estro armonico"", Concerto No. 10 for 4 Violins and Cello in B Minor, RV 580: II. Largo - Larghetto",Vivaldi: L'Estro Armonico; 4 Concertos,1994-01-01,13,"['2QOIawHpSlOwXDvSqQ9YJR', '1lldK0FC6IBVh3GGzlN4Da', '0WjPfejYCYgUBvzSvKlg67', '4EQ6Hw3KV9S80ZG1swsFN5', '2fjzuIoKi9SRZTzYREGIxZ', '376oz9UwQfpxO5xxgQplBS', '0vBafEFOLXtq5mZuhMgsyL', '4wnyNu7aCdqEp0vqM6UxEv', '0xqoJugEySxgSUAjvWj6TW', '77CaCn32H4mOMQA7UElzfF', '6NUhQz7eAEsZvjEHTKHux9']"
7aeHC7SgaJlskY6JEoTYBX,"Sinfonia Concertante for Four Winds in E-Flat Major, K. 297b: II. Adagio",Mozart: Wind Concertos,2021-11-19,40,"['4NJhFmfw43RLBLjQvxDuRS', '5pf59s93BwFYfj6L6gQGSM', '5yxyJsFanEAuwSM5kOuZKc', '6SjpnQeCGx8z0K18xvjTHh', '4NYAtbtGjoARss1qcUp4hw', '3xnPsbGlTHqHM3hfz3O4mt', '6kW9T2FwY2lv1eB9AiUiZl']"
03cRfxmrLkOv8jEgLRGvEl,See Slow Blue,Six Degrees of Separation,2021-07-23,6,"['68U0JVDKzSSUXfKgNrfy40', '2tPBV5n7Vdj6bVFFVIYhG6', '0bkaFpflU4VZYRLnmEJs1I', '3xnPsbGlTHqHM3hfz3O4mt', '6GsE4VJL9bBI6Av2STXFVS', '0FhG7eAvckXFgwOCpeLBn8']"
