track_id,track_name,artist_names
1BkK2fQUGALz7AaOSo7Swh,Love You Bad (feat. Phoelix),"Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix"
0rjvlFcg4QVi9dDzctDDGD,Freeze Tag (feat. Cordae & Phoelix),"Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Cordae, Phoelix"
5T6MaD8kh2Sj5nUEM4DZXE,Breathe (feat. Arin Ray),"Dinner Party, Robert Glasper, Kamasi Washington, 9th Wonder"
52YdBhDXtWO8CyO7AO92rj,Everybody Loves The Sunshine - 9th Wonder Remix,9th Wonder
1G3T5V2s3fKF0jhSjr2ZjQ,From My Heart And My Soul (feat. Tarriona Tank Ball & Phoelix),"Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix"
47v4uUtj5AukJmCbMq4Kry,Freeze Tag (feat. Phoelix),"Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix"
6JOlKtytHC4adwPxN0rc69,Can't Breathe,9th Wonder
3Czw867MbvBiyEd1QCvjmq,From My Heart and My Soul (feat. Phoelix),"Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix"
3B5ThZXjhniuy1dh92SUpV,Afro Blue - 9th Wonder's Blue Light Basement Remix,"Robert Glasper, 9th Wonder"
6h7jn2jE2EqJadOkDXsDJh,Sleepless Nights (feat. Phoelix),"Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix"
4bZ7AZNl13T2t5VI6Dzn1m,Love You Bad (feat. Malaya & Phoelix),"Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix"
5oMCxf5GrRoeJE8UARbOoj,Band Practice Pt 2. Ft. Phonte & Median,9th Wonder
1ux778Ljln0QEitz2fB4PH,First Responders,"Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party"
6Xgq7MvZiet0hVi3KaDSgJ,Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper"
6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),Chance the Rapper
0aMHIW1lqrulVCx0LLlr6a,Cocoa Butter Kisses,"Chance the Rapper, Twista"
0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),"Chance the Rapper, Lil Wayne, 2 Chainz"
60xaS8mYBKUW4VQQ666N0T,All Night (feat. Knox Fortune),Chance the Rapper
4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock"
3eze1OsZ1rqeXkKStNfTmi,Juke Jam (feat. Justin Bieber & Towkio),"Chance the Rapper, Justin Bieber"
6m9qPYXmhge2QhBLfFKnVF,Same Drugs,Chance the Rapper
1sFstGV1Z3Aw5TDFCiT7vK,Favorite Song,Chance the Rapper
3ZLyt2ndLFBh148XRYjYYZ,All We Got (feat. Kanye West & Chicago Children's Choir),"Chance the Rapper, Kanye West"
1zS4PMsHfkSXPkzrEkCkC6,Invocation,Common
4JNTpbntShpUpACDUzwHV5,GO!,Common
5NiUrZVKyLpsyj62Roq5FW,The Light,Common
11aFVmFy8903RwDx4ohQiq,Be (Intro),Common
27nYhDKmTYtUmt9uOqVzpz,Come Close,"Common, Mary J. Blige"
2fmqPLRFdJNPhLU3b2NSFp,Glory (From the Motion Picture Selma),"Common, John Legend"
4u7hiFNXUeTG3A4dqQrkcd,Resurrection,Common
5GO4rpfnM2lghVqEulTJUf,They Say,"Common, John Legend, Kanye West"
4TboAbE2pCUUB0fk6Q9rUU,I Used to Love H.E.R.,Common
7qiCLJzwFyyyjckrYHVkOh,Dreamin',Common
1Jm1I3APcmVz3MqPr5vfTx,Into You (feat. Tamia) - Main Mix,Fabolous
0pmzQ1SkJHhDcA4v5pqw2A,Can't Let You Go (feat. Mike Shorey & Lil' Mo),Fabolous
0YkJU6TjjwzsVXUPRIO0DB,Make Me Better,"Fabolous, Ne-Yo"
7jOCKrxykzEIcHEaskyFZC,Throw It In The Bag,"Fabolous, The-Dream"
4roVgk051aSOPXAwoMWBvy,Into You (feat. Ashanti),Fabolous
7fuoqve1SOEBmhc2PoQTF0,Breathe,Fabolous
5I6YA7oHtraxwWQzzCugDt,You Be Killin Em,Fabolous
0lO0xSw62LSlf4ylBhPB71,"Trade It All, Pt. 2 (feat. P. Diddy & Jagged Edge)","Fabolous, Diddy"
7K4Aq4awgYvDKEJdEvvl4j,Can't Deny It (feat. Nate Dogg),"Fabolous, Nate Dogg"
4KoWh7k6CzPSmS6Qctyu5h,My Time,"Fabolous, Jeremih"
28487fkXVQa2e6F2z73CBO,Dynasties & Dystopia (from the series Arcane League of Legends),"Denzel Curry, Gizzle, League of Legends"
5PXpiAqtsLRlTUlAoeZeYP,STILL IN THE PAINT (with LAZER DIM 700 & Bktherula),Denzel Curry
2TmS5wJTfWrpFgakSSTdCi,HOT ONE (with TiaCorine & A$AP Ferg),"Denzel Curry, A$AP Ferg"
1KucENjrvmAEkSVjAgkGH2,BLACK FLAG FREESTYLE (with That Mexican OT),Denzel Curry
1q8DwZtQen5fvyB7cKbShC,Walkin,Denzel Curry
6GkAi85HSZGqJwzYC2qXyI,HOODLUMZ (with PlayThatBoiZay & A$AP Rocky),"Denzel Curry, A$AP Rocky"
65xcchkTcVBAWiIR6f9mMU,GOT ME GEEKED,Denzel Curry
2MA6YoaFF7fnWqkuOAWjUg,Tokyo Drifting,Denzel Curry
5d88Vpyco7yN3iriQqFtMc,ULTRA SHXT (with Key Nyata),Denzel Curry
5zzcStevEtH2sUZuBzqLGO,SKED (with Kenny Mason & Project Pat),"Denzel Curry, Project Pat"
08vlprFBmwh9TQnjXUtZDG,FAMJAM4000,Jordan Ward
6nXiaXqSZAJuOG6q66mZV1,Lil Baby Crush,Jordan Ward
2kxrJsFXKCUB3em2TWLG5c,Don’t Walk Away (feat. Jordan Ward & Ravyn Lenae),"Cordae, Jordan Ward, Ravyn Lenae"
7piMQmCeoMwT3jwJcLroN3,WHITE CROCS (with Ryan Trey),Jordan Ward
4ceQbaldGMXwkaio2O99ug,Jealousy,Jordan Ward
2k9cIkCVD4zotzFL6xj6hg,"Player Two - From ""Don't Tell Mom The Babysitter's Dead""",Jordan Ward
1vExubRVvilXeSg8S1IjBK,Burning Rubber,Jordan Ward
0h3BFerMyzUaYYh2nwGiX3,SIDEKICK (with Joyce Wrice) - BONUS,Jordan Ward
0k4S8MgCg1CKWUy5hNV8GA,CHERIMOYA - BONUS,Jordan Ward
1UcbPy3MrLPE0wU9PYqX54,One Too Many Times,Jordan Ward
7qTaDOcld0VmBWXnkbUj45,Broadway Girls (feat. Morgan Wallen),Lil Durk
2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk"
6T7FXSuXykeGktMLGp8WgE,All My Life (feat. J. Cole),"Lil Durk, J. Cole"
6Tguhaf2uAe6OjRLsR2Tql,3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Polo G"
1fXnu2HzxbDtoyvFPWG3Bw,Stand By Me (feat. Morgan Wallen),Lil Durk
7ACW7VpgoKmfM1sKo15UhX,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Lil Durk, 21 Savage"
1lw4FrPr3Y8R7Q1Mro2TMe,Still Trappin',"Lil Durk, King Von"
1qbqP15RKuH5UHbHkuSsmm,Rumors (feat. Lil Durk),"Gucci Mane, Lil Durk"
0fyP96TikhD9sM4eKqw5Yp,dangerous,"21 Savage, Lil Durk, Metro Boomin"
53tv6ZbyeAwfAUwFaxYbfO,Hellcats & Trackhawks,"Only The Family, Lil Durk"
6EUcP55GlbmsmCzfL2vxtZ,on one tonight,Gunna
4Na2HfNSr58chvfX69fy36,one of wun,Gunna
4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),Gunna
32TTewBmtmhUmYxS1ajqaJ,hakuna matata,Gunna
1p0rEzrK7YtdRZVtiyV7RN,Lemonade (feat. NAV),"Gunna, Don Toliver"
2EKL77lwxvo615Ga7VjEUl,HIM ALL ALONG,Gunna
6XpEm7VJ7TZxZTawH8BCSW,Jump,Gunna
0lEjxUUlKqjqXrVlIHFduD,P power (feat. Drake),"Gunna, Drake"
7fzN9lz890zav0HERLvVKZ,prada dem (feat. Offset),Gunna
3c92PetFi2et11Yz5NikgP,Kompany,Phoelix
37oNzLFCyw2On6e39bN2sp,"Modennaminute (with Lucky Daye, Phoelix)",Phoelix
4kjJgdn53JuTLHvcedNAcl,Dreams,Phoelix
4pbxGzVixC5rOpfktwsrUt,REAL,Phoelix
3KXZX9xiAMOp1jX81RpiGx,7am Germany,Phoelix
5L3eDcItfJWR3lwllzXHIa,Drip,Phoelix
20FzUYmePZk1AfuBFUaTwp,NEEDS,Phoelix
0VFjvpwXrWHhTsuk15gGO8,Some Things Take Time,Phoelix
6B7aEccAvELfRi2tZWUvxU,Taranphoeno,Phoelix
6cAmuauSJf0XmVkzUeLb1q,PAST LIFE,Phoelix
2f6BqSBOKmdLaQQul5Ih9l,Too Real for This,The Rej3ctz
0DW5anNzTO7h0OlKqFsVQ6,Like A Pimp,David Banner
2IBF9lQ9lgVai8LkskI5L7,Get Like Me,"David Banner, Chris Brown"
5CWyE2OcZI1HVnHBh4RrKF,Play,David Banner
2K6FYgz38Kzih6BGJzfD0H,9MM,"David Banner, Akon, Snoop Dogg, Lil Wayne"
5n4Ws20sveldU4wt5UT4Ej,Cadillac On 22's,David Banner
1UxprQddQNP76rpjMvIurR,Like A Pimp (Remix),"David Banner, Twista, Busta Rhymes"
43WDwKEvB8cmYmoXByNZDj,Shawty Say,"David Banner, Lil Wayne"
2gvlqDMOpGLjD6i5nfO89z,The Christmas Song,David Banner
0QnIqEf9QvSpSS0AdPjzt0,Do You Believe,David Banner
0n7Sy9ihJyFVKJkZeE0boF,Might Getcha,David Banner
0y1Riv6dx8aQcCayqKoNqU,The Originators,Jaz-O
1W1DgQEAEeCS7pGeWzzDFO,Hawaiian Sophie,Jaz-O
0neVo4dbwXelWrhuFkSNOl,It's That Simple,Jaz-O
2QFOfI2byeIFkVpj21sjXF,I'll Smoke You,Jaz-O
2ZS4KFnFoojmVg22mRGZpf,A Groove (This Is What U Rap 2),Jaz-O
2Fi9rjKaxJjR738BHANGVB,Put The Squeeze On 'Em,Jaz-O
33hTBChxXSEE0WTv3QnCmE,High,Jaz-O
7GqtwDBsoDwC1WTeXNXdGq,Pumpin,Jaz-O
7ffmh4tgI5gNrhIN2ZcPOj,Straight Shot,Jaz-O
6rWTJmpAeEEYFdWceotUgs,Ease Up Jaz,Jaz-O
4AYX69oFP3UOS1CFmV9UfO,Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj"
5LIleJbUUgtvYnBW9wfY1W,Na Na,Trey Songz
4NYwy0R3NdvORX2B6OZXBT,Slow Motion,Trey Songz
5k3VjTwIsOjQ2woGz3Yx71,Can't Help but Wait,Trey Songz
1wkGTsSqUhvvXgi0yX9haQ,Say Aah (feat. Fabolous),"Trey Songz, Fabolous"
5ol0jvC2yFKm3E1GcIgU2n,Neighbors Know My Name,Trey Songz
4bkhs6spQvVnVJAlXuKR6a,"Touchin, Lovin (feat. Nicki Minaj)","Trey Songz, Nicki Minaj"
2PUe9iZxLfLZ3uNnUGjcSf,I Need a Girl,Trey Songz
2eGu3GcKVvWX8Gq88gGAyh,Heart Attack,Trey Songz
2yZKtBfdFdvcfjtAbSIsRb,All We Do,Trey Songz
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,"Logic, Khalid"
7M2tXmeS15NAzEn7ABFeBg,Homicide (feat. Eminem),"Logic, Eminem"
4EAV2cKiqKP5UPZmY6dejk,Everyday,Logic
17N5FdRwJuv3UXQ7MHnbhF,Ballin,Logic
5jbDih9bLGmI8ycUKkN5XA,Perfect,Logic
7zsSnv9ff1GMvf0LxXHpnP,BLAH,Logic
3e7Y6sfFlIdBMJhX7wpqVO,44 More,Logic
1Kp6WFxRzc0sRBmGSgIYat,Gang Related,Logic
7cGFbx7MP0H23iHZTZpqMM,Everybody,Logic
0jqBo5RYn008f4ZY8kPewW,Indica Badu,"Logic, Wiz Khalifa"
1REVvAphiSTJyKQ1fDpHa4,Purple Hearts,"Kendrick Lamar, Summer Walker, Ghostface Killah"
1Xevt8UUzfEm17ewfSdsiF,No Face,"Ghostface Killah, Kanye West"
25YJpVrQBDAh6Zu8frDwgp,Survive The Night,"Nas, Cam'ron, Ghostface Killah, RZA, Busta Rhymes"
63LVYnGJmWjNnmHiOVsGhe,Iron Maiden,"Ghostface Killah, Raekwon"
62h8709cQe3S3nOWvFExpN,New God Flow.1,"Kanye West, Pusha T, Ghostface Killah"
1CQ3qJyJYZZkNSodN6WYIA,Stark's Reality,Ghostface Killah
1YKYmg4gDy7h7Q9HTfH2XL,Nuggets of Wisdom - Instrumental,Ghostface Killah
3kMaPy5nIPzubgRyZZYnGe,One,Ghostface Killah
0iCWDU1S3hjQphZcD0UfIE,Winter Warz,Ghostface Killah
2HvCL8hgJoHrrGAZEjQ3mM,Mighty Healthy,Ghostface Killah
08ljt6NCNAgewQaMya1URa,Bugatti,"Ace Hood, Future, Rick Ross"
5dv4YSgkpflUQ31vIW9qXg,We Ball,Ace Hood
3WRzjaHnyPIrF8DvALiWuS,We On,Ace Hood
5vJKD7S1CTrgtxnThAj9UG,Hustle Hard Remix,"Ace Hood, Rick Ross, Lil Wayne"
4bNHovAcLP57rZLkc3gy9Y,Came Wit the Posse,Ace Hood
0YGrNocW1hKmZFixU2T6RR,Finding My Way,Ace Hood
6YAgKfxxK7xXHpavOoQsmF,Popovitch,Ace Hood
5BkRfMSsmKcoDxHmuxwb8N,In My Cup,Ace Hood
1LkLhiaErdTSExrUE8Igr9,Big Fish,Ace Hood
74Te5k4g7mVRm9hjjA5U8O,3 Bless,Ace Hood
0W4NhJhcqKCqEP2GIpDCDq,Love,Keyshia Cole
538hPQNtP190KcS3ZnWY5M,Let It Go,Keyshia Cole
24NPziq3dayIMKppeI94Um,Last Night,"Keyshia Cole, Diddy"
0JVEpLj6fptu0VNBJcIygB,Heaven Sent,Keyshia Cole
5tFDgH6do20IXdSoNBAmXK,I Should Have Cheated,Keyshia Cole
1vDEdno3PFjQ6bvpwBy1x7,I Remember,Keyshia Cole
2DC4qOwnnHCKMOwhlDFLtc,Shoulda Let You Go,Keyshia Cole
0nJZDtAaqO7o9mb6YoBfqO,Playa Cardz Right,Keyshia Cole
066H3CmDCFuQU1fwsecCDc,Trust,Keyshia Cole
3SQqBIYN8fPB3wPjFGRS5N,Take Me Away,Keyshia Cole
3HkMNtOIciULbIrsxyl1mq,Pourin' Up,Pimp C
2GyiPfu3exRASKLKZ8p6FB,In My Pocket,Pimp C
5tRrN6eD8YE6kfWSwSgDGv,Knockin' Doorz Down,Pimp C
3DcmMHy3mvNC4K9tx5M3Nk,Knockin Doors Down,Pimp C
2fCDxnjhGEjUVlcOfVWTHN,Comin Up,Pimp C
4at4RvzFz5OdsQLKzb72so,Havin' Thangs,Pimp C
6wdsKdd2O1fhgIYGJbS1Gk,I Know You Strapped,Pimp C
69fMJTiBQYCUHlWiyRSkAz,Fuck You (feat. Webbie & Pimp C),Pimp C
06Mj9qiRrMqI3tXr967Z3e,"In the South [Feat. Gucci Mane, Pimp C]","Big Boi, Gucci Mane, Pimp C"
7a0E20Jl0zedviaV6ACPdM,Bitch Get Down,Pimp C
2lMg3lCMOGistaWBNGjuT3,Blow the Whistle,Too $hort
5K5dQsYdSdo2LKdepxbYAd,Gettin' It (feat. Parliament Funkadelic),Too $hort
5GPm7PsMQwceQvfYlGXcCt,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version","Snoop Dogg, E-40, Too $hort"
0X9dXbxqD6S1dwjXLqZwQJ,The Ghetto,Too $hort
3XabgBQYC7H80agKcAq83Y,Shake That Monkey (feat. Lil' Jon & The EastSide Boyz),Too $hort
62jtFxCqwBcvHEt7Qchw4O,You Came to Party,Too $hort
3g9QWBvqxvbayuPdkTCcym,Just Another Day,Too $hort
70RG1PwwFzlOPpMr36ErGc,I'm a Player - Street Version,Too $hort
1ei4Cg4zYN2y17CAvjETSM,So You Want to Be a Gangster,Too $hort
4On54MTAw5sr9IYFxrSJUu,Don't Fight the Feelin',Too $hort
6rzorRNM3ks3NPrsohChxX,UCHIDA1 - Miami Remix,"Smokepurpp, Ricky Luna"
7BWreXddcuK05pXnzkU7wx,Let's Go - Ricky Luna Remix,"Travis Barker, Twista, Busta Rhymes, Ricky Luna"
3ZB4xaaY3PimQAUBo7bZWf,Dance Without You - Ricky Luna Remix,"Skylar Grey, Ricky Luna"
3KFScG35ooSiXXdonL1ltq,UCHIDA 1 - Vietnam Remix,Ricky Luna
0PskTBmFC4NOYWLUYATxYD,UCHIDA1 - Korea Remix,Ricky Luna
5KclV6CjSE0zAOAzCbJGur,UCHIDA1 - Laos Remix,Ricky Luna
5poJrnivuCeMoGGaXP1SeS,Just Wanna Dance,Ricky Luna
44dgOXlt1iuI3fAyAfTwqQ,Bonk Bonk,Ricky Luna
15u2Y7gO7TWDUwWfX9afDN,Trabaja,Ricky Luna
6FpUkEVjUyOzjiLSlXfkfy,Feeling Desire,Ricky Luna
0Xq1ge08CGjC3sBZHo0moG,Sleeping in My Car - Radio Edit,BJ
2klQMJ7E3noKPCGsexyttM,Sleeping in My Car - Factory Team Edit,BJ
2EtDfCbss2PBlnemQ8RpJZ,Queen City,BJ
1yKbbXOn9UjGqkNDj05nO7,I Found You,BJ
6QqMgpRvnz8vbVHFD3Hy8N,Sleeping in My Car - Uk Remix,BJ
5uj6g5BNqPWCvxhzZAzhah,Clap Ya Hands,BJ
7hRKa0uxx453B5oKO23G9d,Diarum,BJ
13AM7Z1fvr6tFF8GPRTxEX,Some1 - Club Mix,BJ
4b0bmh3Bie2QIX9r5STJva,Canival,BJ
5kMCOMVuXd9Vt2feBNPjbo,Malo,BJ
68AHNHGRvvVPkhATYlSwrY,Soy Cholo,Mr. Capone-E
1rPfJUj2s8lcSXW5iSV5VV,My Angel,Mr. Capone-E
7HpETfsl9PpVpA3AYDmadL,Me And You,Mr. Capone-E
1kNA1gtDqItJO3o9MHlL7G,Angel Baby 2003,Mr. Capone-E
3GBFsp8UNecncaBbwnyVXM,Mami Mira,"Nate Dogg, Mr. Capone-E"
0fIIfOEjeYbE4MHxTJO1vs,Only Girl,Mr. Capone-E
4zdrSElLYbYgjD915ZclJL,Let Me Luv Your Girl,Mr. Capone-E
7aoKv85Z7AIYbvisQYRvME,Take a Chance (feat. Brenton Wood),Mr. Capone-E
6r8YKEZiffy8dyIibj6Sp3,Don't Get It Twisted,"Mr. Capone-E, Twista"
1IG8qCM5EFqpW8t1HUsYFO,Old School,Mr. Capone-E
4TLzeL9PFoBoUNQv4sc7me,José,Miri Ben-Ari
15JNIIrOBO1Gi36ttwAStA,Intense,Miri Ben-Ari
5cz5ZtLb7AzAheMV2GZApP,José - Live,Miri Ben-Ari
4v7GPlf49Mki23eSh3XXwd,Live It Up,"John Legend, Miri Ben-Ari"
6K6QGeSNNbUivkcfroNmx7,Intro - Predica,Miri Ben-Ari
4rpytyjoEm9dTpyewZ6Vas,Miss Melody,"Miri Ben-Ari, Akon"
6rlmSOzLzpwj6OD75vMnSm,Love Duet,Miri Ben-Ari
1twGm8rVwwibQ7efImtiSI,Trap Queen - Afro Remix,Miri Ben-Ari
2GLt1gF1oUvEebxQf3jJCN,Fur Elise,Miri Ben-Ari
5MH90OcVOvL6xygXX23XaG,Fly Away,"Miri Ben-Ari, Fabolous, Kanye West, Musiq Soulchild"
2HRbnflWz1K17PhfdxH6w2,Baby,"Justin Bieber, Ludacris"
28mv40MzspRZn0PBcO2itT,Act A Fool,Ludacris
4LwOrnuxJwR7C5Sw4liY4Z,What's Your Fantasy (Featuring Shawna),"Ludacris, Shawnna"
3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,"Ludacris, Nicki Minaj"
1Q9b6CeMcDuO0uq5OJCrqu,Move Bitch,Ludacris
3lcC9CnN7Rpo1ugATzmYjY,Area Codes,"Ludacris, Nate Dogg"
1WtTLtofvcjQM3sXSMkDdX,How Low,Ludacris
26liGJfeDiHLVn0qTETkt1,Blueberry Yum Yum,Ludacris
3njpLvANriMsdv3dgADEad,Get Back,Ludacris
2CtCwQhY0ZLvr8L2l8Bo6e,Stand Up,"Ludacris, Shawnna"
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars"
19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga
2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga
2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,Lady Gaga
4q57oGT90FfPHf7vWp32Ho,Judas,Lady Gaga
1dzQoRqT5ucxXVaAhTcT0J,Just Dance,Lady Gaga
0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga
02XnQdf7sipaKBBHixz3Zp,Paparazzi,Lady Gaga
7rl7ao5pb9BhvAzPdWStxi,Telephone,"Lady Gaga, Beyoncé"
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),"USHER, Ludacris"
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull"
68vgtRHr7iZHpzGpon6Jlo,My Boo,"USHER, Alicia Keys"
030OCtLMrljNhp8OWHBWW3,Hey Daddy (Daddy's Home),USHER
5j0McHPthKpOXRr3fBq8M0,Love in This Club (feat. Young Jeezy),"USHER, Jeezy"
7z3N2W7Xz1t2G2sAO8wFVH,Burn,USHER
1bM50INir8voAkVoKuvEUI,OMG (feat. will.i.am),USHER
7J41dYQolQJEtj3UmKLu5r,U Got It Bad,USHER
2QsZVnbWVSjKMXK6K3uRBL,U Remind Me,USHER
0VPFT123HKoQ2J6ipeDcI1,Standing Next to You (USHER Remix),USHER
7EZPH9Px3gXlxD5KJDwtwc,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),"Juicy J, Lil Wayne, 2 Chainz"
5ELOIq7Yks3fZpmza3lQAK,Thinking with My Dick (feat. Juicy J),"Kevin Gates, Juicy J"
7zBQRGpYImAdIZc97FNj3V,"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","Juicy J, Wiz Khalifa, Ty Dolla $ign, Kill The Noise"
4Ev5XngY80UmseGtzM7OjY,Never See It (feat. Juicy J),"Cordae, Juicy J"
5IdzhiIoGFVOkSKHyglOta,"Black and Yellow (feat. Juicy J, Snoop Dogg & T-Pain) - G-Mix [G-Mix]","Wiz Khalifa, Juicy J, Snoop Dogg, T-Pain"
4vdDAdLtmTqFR1J4AO4cBf,COLE PIMP (with Ty Dolla $ign & Juicy J),"Denzel Curry, Ty Dolla $ign, Juicy J"
67qn3OtziLlpOtVZ22EiQ4,Smoke A Nigga (feat. Wiz Khalifa),"Juicy J, Wiz Khalifa"
6I4tqXElEnqdoPHp34Co21,Payback,"Juicy J, Kevin Gates, Future"
4HKzkYqVR83rLzB6yxDzgm,No Man,Juicy J
3N5oiETJEStSB71TjTFkWV,Bounce It (feat. Wale & Trey Songz),"Juicy J, Wale, Trey Songz"
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown
0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown"
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),"Chris Brown, Drake"
3NZJlJemX3mzjf56MqC5ML,Forever,Chris Brown
3XqM8hLCEYlbnFjoWwqtFv,Angel Numbers / Ten Toes,Chris Brown
5BrTUo0xP1wKXLJWUaGFtk,Loyal (feat. Lil Wayne & Tyga),"Chris Brown, Lil Wayne, Tyga"
5Lgcn7u07bHuqbOtXkN62u,With You,Chris Brown
3MOECVkNshqHYTPt5DZcdN,Five More Hours,Chris Brown
7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),Chris Brown
6txAWGckgEGJIhLjhNdtE9,Residuals,Chris Brown
7MQywXGHEev7JmwwIzMcao,Love Like This,Faith Evans
6SkGfPa77E4giShVbk9N6R,Soon as I Get Home,Faith Evans
69Rq57lrGf5syykFBNi3g4,Hope,"Twista, Faith Evans"
6gsmFgUiSTuinJlScwFODv,I Love You,Faith Evans
0KhXVmAN4sqeEgsqRd39f2,You Used to Love Me,Faith Evans
45OfR7ugJMgbFDuNOVpIq3,Party on the West Coast (feat. Snoop Dogg),"Faith Evans, The Notorious B.I.G., Snoop Dogg"
0wqocHOZg8odmys7DOyVER,Never Gonna Let You Go,Faith Evans
2423gyT9B3zNqC9ZD8QfSu,Can't Believe (feat. Carl Thomas),Faith Evans
2br377aSsnmO1ygH7eS6wJ,You Are My Joy (Interlude),Faith Evans
4Bh83s84d9YUiuLzeuF24N,All Night Long (feat. Puff Daddy),"Faith Evans, Diddy"
7qHAjAL7CpadaZLamuBZRm,Thuggish Ruggish Bone,Bone Thugs-N-Harmony
5KSJ9k1FYjFLnIRlJT2wF8,Tha Crossroads,Bone Thugs-N-Harmony
1dF5Y2dd7Wm4wZKvVjWBpr,1st of Tha Month,Bone Thugs-N-Harmony
1muLq1kBLWIT3pmNC2xl0g,Foe Tha Love of $,Bone Thugs-N-Harmony
2elA6JLRaQ6iB7hxiuTKN4,I Tried,"Bone Thugs-N-Harmony, Akon"
62SqHqTAndm0pqZ8oVvlkb,Thug Luv (feat. 2pac),Bone Thugs-N-Harmony
3qVQZmK9iIXUYZknHG4EYQ,Buddah Lovaz,Bone Thugs-N-Harmony
3PYtlkObLFZ2SaFjS4TyJR,Ghetto Cowboy,Bone Thugs-N-Harmony
3u9pftbhkHKNti0U58q5j3,Mo'murda,Bone Thugs-N-Harmony
55RXcZ0Mpwt97vj2Angnn1,East 1999,Bone Thugs-N-Harmony
5VkuqayHiiU5ZHyYEH4Oeb,Dear Summer,"Memphis Bleek, JAY-Z"
0BcA0LiA9lpB4fHBbBBO50,Infatuated,Memphis Bleek
5yrtAPrprvrdJDCTSFn91U,Like That,Memphis Bleek
4aWxp4mBOnWIUDlXb4ngaV,Is That Your Chick (The Lost Verses),"Memphis Bleek, JAY-Z, Twista"
1wEF9bYVeZadLUHwCvBfmM,The One,"Memphis Bleek, Rihanna"
0KAGYcaO4BsbRMPMdeUDCS,Round Here,"Memphis Bleek, T.I., Trick Daddy"
1SKhE8yTMuGrTLte0os673,It's Alright,"Memphis Bleek, JAY-Z"
329ZgIFH3PVqiUjEnwApBP,Get Your Mind Right Mami,"JAY-Z, Memphis Bleek, Snoop Dogg"
2yHWIptFu42SWCtbdTkEMI,Change The Game,"JAY-Z, Memphis Bleek"
7KNY7LZi4EtIRVEGTCqjCL,My Mind Right - Remix,"Memphis Bleek, JAY-Z"
7cFpB4ozcSwXuhqjvNbrbP,Good Times,Styles P
6kQu92gD1IFVmHMogn5BTf,Knockin Heads Off,Styles P
4bEC9WAGg0ednUtNAlgZV4,The Life - Album Version Edit (Explicit),Styles P
7JTDBfXQ6rgbqJlmuzaOvB,Friends,Styles P
1qX2yPnHIJVglWvL7mp0ai,G Joint,Styles P
1s9sDjSTS8zqg1be66isSU,Hit Different,Styles P
7fHfqoR3feKZ8VHTidC3aG,Driver's Seat,Styles P
4zpJDEjgGA7whRdqgsORBn,Stay True - Instrumental,Styles P
2Kz2FHNOIcQtMRnixAxU2v,I'm A Ruff Ryder,Styles P
